Hour,Value 1,Value 2
126,8634,0.514384461
127,8633,0.802293798
128,8632,0.951357176
129,8631,0.424969537
130,8630,0.896936704
131,8629,0.26972835
132,8628,0.022189924
133,8627,0.776139049
134,8626,0.882482616
135,8625,0.383353587
136,8624,0.3040829
137,8623,0.878380359
138,8622,0.590929871
139,8621,0.919769634
140,8620,0.751929313
141,8619,0.556585521
142,8618,0.430558791
143,8617,0.771966272
144,8616,0.479263541
145,8615,0.106119408
146,8614,0.679305652
147,8613,0.089894193
148,8612,0.415225551
149,8611,0.788341039
150,8610,0.840455629
151,8609,0.060003953
152,8608,0.076353851
153,8607,0.584672266
154,8606,0.010305549
155,8605,0.481270003
156,8604,0.807274589
157,8603,0.840520005
158,8602,0.034085051
159,8601,0.649078282
160,8600,0.44922777
161,8599,0.743824766
162,8598,0.271365992
163,8597,0.320654882
164,8596,0.514602163
165,8595,0.36099636
166,8594,0.389087939
167,8593,0.224813222
168,8592,0.774298757
169,8591,0.049539277
170,8590,0.031238829
171,8589,0.106241216
172,8588,0.832000381
173,8587,0.466883792
174,8586,0.005979477
175,8585,0.75157811
176,8584,0.968385107
177,8583,0.002586616
178,8582,0.573310886
179,8581,0.797505008
180,8580,0.907301092
181,8579,0.595627247
182,8578,0.959141583
183,8577,0.255293649
184,8576,0.657634303
185,8575,0.139758799
186,8574,0.786422925
187,8573,0.329665465
188,8572,0.129026577
189,8571,0.833963808
190,8570,0.462945064
191,8569,0.572328928
192,8568,0.711345779
193,8567,0.347085094
194,8566,0.660201975
195,8565,0.51715366
196,8564,0.451313312
197,8563,0.260688221
198,8562,0.219597226
199,8561,0.855542641
200,8560,0.786316337
201,8559,0.013746631
202,8558,0.597233431
203,8557,0.286893429
204,8556,0.305721075
205,8555,0.054990393
206,8554,0.287161451
207,8553,0.003208994
208,8552,0.593294452
209,8551,0.560013913
210,8550,0.70269333
211,8549,0.907766953
212,8548,0.78035313
213,8547,0.646445514
214,8546,0.892359031
215,8545,0.026163935
216,8544,0.066900122
217,8543,0.844834361
218,8542,0.400159261
219,8541,0.89256583
220,8540,0.431074563
221,8539,0.591091298
222,8538,0.437943953
223,8537,0.22268142
224,8536,0.475278167
225,8535,0.216127412
226,8534,0.934347989
227,8533,0.169991218
228,8532,0.727036538
229,8531,0.566356068
230,8530,0.762431183
231,8529,0.302063133
232,8528,0.702194885
233,8527,0.363656058
234,8526,0.549290007
235,8525,0.353175205
236,8524,0.600197365
237,8523,0.693440908
238,8522,0.075672106
239,8521,0.686987521
240,8520,0.958966062
241,8519,0.651927729
242,8518,0.609459849
243,8517,0.506365793
244,8516,0.196779092
245,8515,0.117187561
246,8514,0.039769807
247,8513,0.7672059
248,8512,0.247724978
249,8511,0.172942841
250,8510,0.818436566
251,8509,0.348887581
252,8508,0.726434047
253,8507,0.555071378
254,8506,0.969442864
255,8505,0.920268848
256,8504,0.58114581
257,8503,0.983748871
258,8502,0.341631446
259,8501,0.728860941
260,8500,0.746389826
261,8499,0.103773488
262,8498,0.680782393
263,8497,0.167641417
264,8496,0.379853794
265,8495,0.956637517
266,8494,0.052770532
267,8493,0.65815819
268,8492,0.7759877
269,8491,0.107361424
270,8490,0.832446211
271,8489,0.539951639
272,8488,0.795960257
273,8487,0.602150762
274,8486,0.090126904
275,8485,0.108821962
276,8484,0.773458108
277,8483,0.507284301
278,8482,0.343418815
279,8481,0.746579195
280,8480,0.099273208
281,8479,0.587912467
282,8478,0.714322635
283,8477,0.428770279
284,8476,0.053373401
285,8475,0.81870878
286,8474,0.330161734
287,8473,0.327360661
288,8472,0.345877219
289,8471,0.467634026
290,8470,0.735602522
291,8469,0.856066726
292,8468,0.49132027
293,8467,0.361065299
294,8466,0.283123296
295,8465,0.427345867
296,8464,0.665710304
297,8463,0.479213995
298,8462,0.076696734
299,8461,0.046304073
300,8460,0.894671698
301,8459,0.193044216
302,8458,0.656073985
303,8457,0.924032437
304,8456,0.531445968
305,8455,0.148358458
306,8454,0.024394046
307,8453,0.34552471
308,8452,0.979313327
309,8451,0.464738055
310,8450,0.555269394
311,8449,0.464490543
312,8448,0.567259449
313,8447,0.261201563
314,8446,0.37545042
315,8445,0.577440305
316,8444,0.355354895
317,8443,0.912936635
318,8442,0.902675675
319,8441,0.051548436
320,8440,0.210064329
321,8439,0.552492097
322,8438,0.715539024
323,8437,0.481747122
324,8436,0.767123934
325,8435,0.295521379
326,8434,0.08401
327,8433,0.149033868
328,8432,0.091137008
329,8431,0.388696674
330,8430,0.976974167
331,8429,0.076085877
332,8428,0.043157432
333,8427,0.462542842
334,8426,0.800497603
335,8425,0.036451524
336,8424,0.532071871
337,8423,0.181190645
338,8422,0.408671916
339,8421,0.443983372
340,8420,0.014827226
341,8419,0.117337221
342,8418,0.837011724
343,8417,0.237173733
344,8416,0.004964563
345,8415,0.771962847
346,8414,0.438436369
347,8413,0.721505693
348,8412,0.927793392
349,8411,0.182447257
350,8410,0.752269237
351,8409,0.418798407
352,8408,0.137356055
353,8407,0.553322529
354,8406,0.185142647
355,8405,0.428657996
356,8404,0.136816701
357,8403,0.34491375
358,8402,0.149910002
359,8401,0.444461734
360,8400,0.012018287
361,8399,0.068362753
362,8398,0.615134037
363,8397,0.325362833
364,8396,0.6322126
365,8395,0.240084084
366,8394,0.621656976
367,8393,0.380977743
368,8392,0.673558781
369,8391,0.949787471
370,8390,0.373019053
371,8389,0.399150295
372,8388,0.604666903
373,8387,0.207477786
374,8386,0.159024859
375,8385,0.473644832
376,8384,0.339751305
377,8383,0.026294603
378,8382,0.060232758
379,8381,0.546067941
380,8380,0.364907272
381,8379,0.722426262
382,8378,0.804905478
383,8377,0.627478159
384,8376,0.652299366
385,8375,0.089099581
386,8374,0.676932953
387,8373,0.018744093
388,8372,0.853598559
389,8371,0.259170027
390,8370,0.345079924
391,8369,0.406396319
392,8368,0.357805831
393,8367,0.364781645
394,8366,0.949353937
395,8365,0.635805601
396,8364,0.441333881
397,8363,0.982520889
398,8362,0.109100212
399,8361,0.396607012
400,8360,0.263958475
401,8359,0.174682876
402,8358,0.361855963
403,8357,0.306135826
404,8356,0.689753421
405,8355,0.920274472
406,8354,0.243293048
407,8353,0.909384518
408,8352,0.897399514
409,8351,0.73186654
410,8350,0.583961319
411,8349,0.520021197
412,8348,0.620332933
413,8347,0.869791164
414,8346,0.435393619
415,8345,0.650667299
416,8344,0.086248443
417,8343,0.623039469
418,8342,0.910063738
419,8341,0.282598956
420,8340,0.432233868
421,8339,0.050777386
422,8338,0.91279159
423,8337,0.238901782
424,8336,0.158586684
425,8335,0.622353067
426,8334,0.025902411
427,8333,0.866707763
428,8332,0.021728608
429,8331,0.136819363
430,8330,0.170538235
431,8329,0.183211585
432,8328,0.162553918
433,8327,0.737506594
434,8326,0.61415962
435,8325,0.406525556
436,8324,0.981516035
437,8323,0.183510762
438,8322,0.17391547
439,8321,0.292187129
440,8320,0.285106567
441,8319,0.009530609
442,8318,0.849756059
443,8317,0.156074427
444,8316,0.595688136
445,8315,0.173460844
446,8314,0.748660253
447,8313,0.720993785
448,8312,0.863220222
449,8311,0.477285139
450,8310,0.87438194
451,8309,0.00569719
452,8308,0.33133
453,8307,0.26605371
454,8306,0.834605831
455,8305,0.793890269
456,8304,0.600998444
457,8303,0.896383671
458,8302,0.006784142
459,8301,0.013157577
460,8300,0.978275982
461,8299,0.514717484
462,8298,0.308336742
463,8297,0.87981665
464,8296,0.919310437
465,8295,0.324489942
466,8294,0.18653364
467,8293,0.220769414
468,8292,0.796548519
469,8291,0.463805264
470,8290,0.308046595
471,8289,0.362121932
472,8288,0.764526935
473,8287,0.716493546
474,8286,0.676912915
475,8285,0.388635491
476,8284,0.361108301
477,8283,0.937303925
478,8282,0.178332376
479,8281,0.92228182
480,8280,0.976995175
481,8279,0.972926517
482,8278,0.748650898
483,8277,0.095087325
484,8276,0.75860737
485,8275,0.917190815
486,8274,0.648145493
487,8273,0.46493032
488,8272,0.823130803
489,8271,0.507706716
490,8270,0.739672432
491,8269,0.107333865
492,8268,0.028890268
493,8267,0.105797964
494,8266,0.699745236
495,8265,0.217103817
496,8264,0.5624884
497,8263,0.66097731
498,8262,0.311090264
499,8261,0.244697935
500,8260,0.304755139
501,8259,0.153288038
502,8258,0.316806393
503,8257,0.458539225
504,8256,0.287667321
505,8255,0.270430079
506,8254,0.885099549
507,8253,0.202171938
508,8252,0.114449859
509,8251,0.073996286
510,8250,0.246149176
511,8249,0.007689748
512,8248,0.249705583
513,8247,0.903751775
514,8246,0.16858047
515,8245,0.604730572
516,8244,0.617627743
517,8243,0.355492733
518,8242,0.977986728
519,8241,0.647162
520,8240,0.178519001
521,8239,0.996764891
522,8238,0.583940021
523,8237,0.117362613
524,8236,0.71776827
525,8235,0.099494993
526,8234,0.369858636
527,8233,0.969549648
528,8232,0.653985065
529,8231,0.674009743
530,8230,0.325761083
531,8229,0.370759788
532,8228,0.311138817
533,8227,0.002629269
534,8226,0.955847951
535,8225,0.176287743
536,8224,0.368740828
537,8223,0.80006019
538,8222,0.83031174
539,8221,0.412038297
540,8220,0.937922814
541,8219,0.850126897
542,8218,0.961717447
543,8217,0.002798272
544,8216,0.476346404
545,8215,0.923233617
546,8214,0.916417292
547,8213,0.602356084
548,8212,0.569666061
549,8211,0.299524014
550,8210,0.700125008
551,8209,0.425105817
552,8208,0.785649642
553,8207,0.037202993
554,8206,0.546665805
555,8205,0.870083948
556,8204,0.238908862
557,8203,0.767728177
558,8202,0.950445393
559,8201,0.77126202
560,8200,0.449820783
561,8199,0.399739633
562,8198,0.434264649
563,8197,0.81676377
564,8196,0.091947738
565,8195,0.319630775
566,8194,0.655940277
567,8193,0.321044714
568,8192,0.180057974
569,8191,0.197139149
570,8190,0.987125028
571,8189,0.047710824
572,8188,0.457406686
573,8187,0.933597729
574,8186,0.138364403
575,8185,0.734336597
576,8184,0.563008863
577,8183,0.682344504
578,8182,0.073022865
579,8181,0.418403967
580,8180,0.181458122
581,8179,0.147477769
582,8178,0.134002871
583,8177,0.274205755
584,8176,0.530169729
585,8175,0.657879161
586,8174,0.345001793
587,8173,0.798226151
588,8172,0.871805053
589,8171,0.555711254
590,8170,0.435355509
591,8169,0.515879744
592,8168,0.502129324
593,8167,0.15958069
594,8166,0.778421143
595,8165,0.524393797
596,8164,0.160451191
597,8163,0.590583554
598,8162,0.485420125
599,8161,0.715143765
600,8160,0.867066263
601,8159,0.099434834
602,8158,0.831033899
603,8157,0.673854824
604,8156,0.720842317
605,8155,0.766679803
606,8154,0.303591687
607,8153,0.23051747
608,8152,0.88776653
609,8151,0.074284735
610,8150,0.074743821
611,8149,0.098355001
612,8148,0.409087363
613,8147,0.011859496
614,8146,0.478247849
615,8145,0.939412454
616,8144,0.059357318
617,8143,0.892355407
618,8142,0.311272892
619,8141,0.301215624
620,8140,0.588864785
621,8139,0.171527186
622,8138,0.925859631
623,8137,0.35077076
624,8136,0.733394784
625,8135,0.499268485
626,8134,0.839850118
627,8133,0.494371667
628,8132,0.402982168
629,8131,0.505581145
630,8130,0.828041002
631,8129,0.151028232
632,8128,0.262904065
633,8127,0.453629841
634,8126,0.00809324
635,8125,0.531112202
636,8124,0.369857224
637,8123,0.701455947
638,8122,0.040403154
639,8121,0.046242712
640,8120,0.187849045
641,8119,0.112241856
642,8118,0.113761084
643,8117,0.786515435
644,8116,0.3562466
645,8115,0.180002525
646,8114,0.447294049
647,8113,0.712572485
648,8112,0.011270162
649,8111,0.627245067
650,8110,0.179661098
651,8109,0.923030459
652,8108,0.633060478
653,8107,0.015256748
654,8106,0.312181338
655,8105,0.084268935
656,8104,0.289318542
657,8103,0.979648935
658,8102,0.850422613
659,8101,0.30952528
660,8100,0.891968893
661,8099,0.683106387
662,8098,0.489063966
663,8097,0.238978539
664,8096,0.027403091
665,8095,0.641247348
666,8094,0.611144473
667,8093,0.655338857
668,8092,0.28206034
669,8091,0.486615651
670,8090,0.100964575
671,8089,0.190043975
672,8088,0.551027887
673,8087,0.28936377
674,8086,0.597906783
675,8085,0.923106943
676,8084,0.273063614
677,8083,0.386531677
678,8082,0.501542239
679,8081,0.521725556
680,8080,0.914685263
681,8079,0.096121343
682,8078,0.188656674
683,8077,0.390357692
684,8076,0.439378476
685,8075,0.75995929
686,8074,0.62680544
687,8073,0.467957856
688,8072,0.452619017
689,8071,0.64292994
690,8070,0.000716096
691,8069,0.024407948
692,8068,0.091600767
693,8067,0.099528791
694,8066,0.976819134
695,8065,0.070614888
696,8064,0.793531793
697,8063,0.784481006
698,8062,0.036473872
699,8061,0.169819954
700,8060,0.476891115
701,8059,0.413558164
702,8058,0.069766307
703,8057,0.920218116
704,8056,0.074795421
705,8055,0.444571606
706,8054,0.484645131
707,8053,0.808451097
708,8052,0.465020993
709,8051,0.308356556
710,8050,0.309962169
711,8049,0.627636229
712,8048,0.253225274
713,8047,0.700924749
714,8046,0.141859102
715,8045,0.726138079
716,8044,0.055550202
717,8043,0.952663324
718,8042,0.875347014
719,8041,0.966067523
720,8040,0.909766185
721,8039,0.936446469
722,8038,0.999469532
723,8037,0.048686163
724,8036,0.149971231
725,8035,0.309334299
726,8034,0.885609374
727,8033,0.85052643
728,8032,0.518699842
729,8031,0.905246193
730,8030,0.762106506
731,8029,0.075172199
732,8028,0.167152384
733,8027,0.498918188
734,8026,0.236413029
735,8025,0.74464641
736,8024,0.38517642
737,8023,0.76159113
738,8022,0.145302294
739,8021,0.159391498
740,8020,0.011410056
741,8019,0.312525411
742,8018,0.403593082
743,8017,0.148782691
744,8016,0.169315864
745,8015,0.658516323
746,8014,0.672780496
747,8013,0.106750893
748,8012,0.003512088
749,8011,0.142024367
750,8010,0.916298535
751,8009,0.003175657
752,8008,0.892248355
753,8007,0.615795649
754,8006,0.551816656
755,8005,0.971330321
756,8004,0.841907974
757,8003,0.395370007
758,8002,0.266720605
759,8001,0.362386663
760,8000,0.013989463
761,7999,0.158401291
762,7998,0.479393641
763,7997,0.56171704
764,7996,0.789751667
765,7995,0.478095977
766,7994,0.470594663
767,7993,0.951134199
768,7992,0.709552112
769,7991,0.431557147
770,7990,0.22760396
771,7989,0.581096243
772,7988,0.842487509
773,7987,0.235650401
774,7986,0.180454971
775,7985,0.010174059
776,7984,0.924762096
777,7983,0.17888985
778,7982,0.958899566
779,7981,0.034751975
780,7980,0.13599103
781,7979,0.342224204
782,7978,0.051021629
783,7977,0.261073895
784,7976,0.291274179
785,7975,0.056502817
786,7974,0.065457509
787,7973,0.541763388
788,7972,0.137964497
789,7971,0.639624185
790,7970,0.754540531
791,7969,0.389444742
792,7968,0.168273839
793,7967,0.289660179
794,7966,0.219613006
795,7965,0.852094152
796,7964,0.389136076
797,7963,0.914825649
798,7962,0.918048785
799,7961,0.57038555
800,7960,0.855585521
801,7959,0.491118723
802,7958,0.373383368
803,7957,0.868315278
804,7956,0.638516052
805,7955,0.855233889
806,7954,0.416169031
807,7953,0.628001169
808,7952,0.476118693
809,7951,0.453262406
810,7950,0.896428085
811,7949,0.548351353
812,7948,0.32977632
813,7947,0.806958728
814,7946,0.993504647
815,7945,0.193013732
816,7944,0.315721623
817,7943,0.633394588
818,7942,0.277908558
819,7941,0.882934186
820,7940,0.853422086
821,7939,0.770567589
822,7938,0.973137233
823,7937,0.825160325
824,7936,0.358915558
825,7935,0.504526095
826,7934,0.180230488
827,7933,0.885648269
828,7932,0.68723884
829,7931,0.411647939
830,7930,0.395228616
831,7929,0.467204932
832,7928,0.876162368
833,7927,0.409643556
834,7926,0.62249475
835,7925,0.060453557
836,7924,0.171205092
837,7923,0.644000988
838,7922,0.688319344
839,7921,0.33137272
840,7920,0.202112728
841,7919,0.354261063
842,7918,0.652346097
843,7917,0.471678912
844,7916,0.302437691
845,7915,0.430459275
846,7914,0.432014854
847,7913,0.455049369
848,7912,0.040831612
849,7911,0.859382318
850,7910,0.119092791
851,7909,0.333140442
852,7908,0.285059299
853,7907,0.854522124
854,7906,0.320615395
855,7905,0.322279102
856,7904,0.632438263
857,7903,0.971673406
858,7902,0.44760319
859,7901,0.384105778
860,7900,0.548818004
861,7899,0.83345817
862,7898,0.506169431
863,7897,0.314527922
864,7896,0.699750122
865,7895,0.022106962
866,7894,0.231901282
867,7893,0.624778561
868,7892,0.7382227
869,7891,0.683266742
870,7890,0.273444604
871,7889,0.654180086
872,7888,0.086432548
873,7887,0.645562281
874,7886,0.476032318
875,7885,0.609544224
876,7884,0.244692867
877,7883,0.682564546
878,7882,0.083872144
879,7881,0.358696466
880,7880,0.569984234
881,7879,0.598676846
882,7878,0.143967453
883,7877,0.710190354
884,7876,0.068183486
885,7875,0.092209654
886,7874,0.32302477
887,7873,0.051584974
888,7872,0.06106298
889,7871,0.776269801
890,7870,0.233150663
891,7869,0.302999701
892,7868,0.419145907
893,7867,0.662214874
894,7866,0.600199565
895,7865,0.066234117
896,7864,0.934271994
897,7863,0.460579926
898,7862,0.385463578
899,7861,0.986153114
900,7860,0.352449023
901,7859,0.346920928
902,7858,0.514059022
903,7857,0.862072136
904,7856,0.409448206
905,7855,0.524815735
906,7854,0.62463366
907,7853,0.434702347
908,7852,0.729527653
909,7851,0.909363233
910,7850,0.799994056
911,7849,0.930994702
912,7848,0.1578552
913,7847,0.362593675
914,7846,0.537662067
915,7845,0.763756499
916,7844,0.363858809
917,7843,0.941336255
918,7842,0.25702655
919,7841,0.161410262
920,7840,0.678332092
921,7839,0.097583189
922,7838,0.584690156
923,7837,0.745105364
924,7836,0.524629993
925,7835,0.225860955
926,7834,0.297590529
927,7833,0.135195336
928,7832,0.027039896
929,7831,0.833229089
930,7830,0.137486493
931,7829,0.436627499
932,7828,0.731060948
933,7827,0.635099479
934,7826,0.113944638
935,7825,0.600402681
936,7824,0.599603146
937,7823,0.385227854
938,7822,0.449849608
939,7821,0.935624889
940,7820,0.979832387
941,7819,0.690404907
942,7818,0.530324494
943,7817,0.108420239
944,7816,0.749580333
945,7815,0.832640616
946,7814,0.3058146
947,7813,0.993125836
948,7812,0.920938705
949,7811,0.596893945
950,7810,0.223449533
951,7809,0.653985143
952,7808,0.326366459
953,7807,0.092380703
954,7806,0.264204039
955,7805,0.994686073
956,7804,0.41198026
957,7803,0.340299602
958,7802,0.037222995
959,7801,0.493200873
960,7800,0.649479849
961,7799,0.801677433
962,7798,0.805466996
963,7797,0.303964056
964,7796,0.253526145
965,7795,0.14138444
966,7794,0.864501699
967,7793,0.594318155
968,7792,0.5732159
969,7791,0.691529264
970,7790,0.951312177
971,7789,0.569977708
972,7788,0.667202813
973,7787,0.159265209
974,7786,0.721137688
975,7785,0.017205082
976,7784,0.007681577
977,7783,0.626619732
978,7782,0.021478101
979,7781,0.81352866
980,7780,0.957001686
981,7779,0.757337534
982,7778,0.205756473
983,7777,0.726816359
984,7776,0.48372257
985,7775,0.352751145
986,7774,0.277218182
987,7773,0.023803756
988,7772,0.018941647
989,7771,0.502993747
990,7770,0.383054041
991,7769,0.673799354
992,7768,0.681735299
993,7767,0.018739136
994,7766,0.492392595
995,7765,0.622225407
996,7764,0.952391946
997,7763,0.06234545
998,7762,0.468730747
999,7761,0.672575471
1000,7760,0.897794923
1001,7759,0.341441341
1002,7758,0.888807555
1003,7757,0.241864448
1004,7756,0.905853118
1005,7755,0.857792343
1006,7754,0.024558429
1007,7753,0.544875357
1008,7752,0.223878104
1009,7751,0.16114465
1010,7750,0.591418252
1011,7749,0.505073257
1012,7748,0.154801326
1013,7747,0.774877247
1014,7746,0.097600511
1015,7745,0.348714356
1016,7744,0.868980248
1017,7743,0.26684773
1018,7742,0.89367556
1019,7741,0.75128774
1020,7740,0.287924551
1021,7739,0.03004298
1022,7738,0.317315726
1023,7737,0.196626186
1024,7736,0.866152645
1025,7735,0.601132951
1026,7734,0.729281297
1027,7733,0.89405744
1028,7732,0.326878037
1029,7731,0.049702387
1030,7730,0.961480667
1031,7729,0.64588936
1032,7728,0.24913675
1033,7727,0.4305124
1034,7726,0.342078422
1035,7725,0.517981425
1036,7724,0.174847619
1037,7723,0.414960168
1038,7722,0.151859396
1039,7721,0.067923127
1040,7720,0.466171411
1041,7719,0.430795795
1042,7718,0.304027553
1043,7717,0.542485094
1044,7716,0.777024186
1045,7715,0.013731065
1046,7714,0.716590553
1047,7713,0.316964795
1048,7712,0.655504858
1049,7711,0.613011621
1050,7710,0.094609882
1051,7709,0.93845297
1052,7708,0.96505004
1053,7707,0.035145358
1054,7706,0.282129044
1055,7705,0.069411845
1056,7704,0.454799796
1057,7703,0.855525233
1058,7702,0.444933603
1059,7701,0.881033908
1060,7700,0.577484466
1061,7699,0.745308093
1062,7698,0.791961633
1063,7697,0.972551632
1064,7696,0.194553728
1065,7695,0.152293764
1066,7694,0.55070943
1067,7693,0.386962119
1068,7692,0.78789493
1069,7691,0.900124485
1070,7690,0.268360914
1071,7689,0.359862592
1072,7688,0.974563894
1073,7687,0.212878063
1074,7686,0.632493193
1075,7685,0.995489621
1076,7684,0.928492902
1077,7683,0.988863277
1078,7682,0.754995646
1079,7681,0.801830193
1080,7680,0.075167943
1081,7679,0.204835065
1082,7678,0.66760262
1083,7677,0.884500604
1084,7676,0.826999908
1085,7675,0.431064421
1086,7674,0.350444585
1087,7673,0.87156546
1088,7672,0.46279232
1089,7671,0.582212407
1090,7670,0.95888542
1091,7669,0.0557677
1092,7668,0.616254444
1093,7667,0.94035421
1094,7666,0.188359915
1095,7665,0.344306613
1096,7664,0.944099365
1097,7663,0.178206253
1098,7662,0.576294836
1099,7661,0.794481337
1100,7660,0.1344439
1101,7659,0.940418904
1102,7658,0.975013019
1103,7657,0.133762932
1104,7656,0.948541133
1105,7655,0.475049156
1106,7654,0.863151407
1107,7653,0.047550174
1108,7652,0.704523427
1109,7651,0.793208893
1110,7650,0.618013622
1111,7649,0.013576798
1112,7648,0.390566229
1113,7647,0.39874775
1114,7646,0.692352209
1115,7645,0.412402856
1116,7644,0.246156672
1117,7643,0.021983563
1118,7642,0.014197438
1119,7641,0.830693254
1120,7640,0.415007419
1121,7639,0.369475545
1122,7638,0.993142523
1123,7637,0.634973944
1124,7636,0.643482988
1125,7635,0.240007407
1126,7634,0.299669044
1127,7633,0.732004663
1128,7632,0.647339929
1129,7631,0.590268736
1130,7630,0.445410587
1131,7629,0.709242052
1132,7628,0.679060156
1133,7627,0.763306216
1134,7626,0.356336018
1135,7625,0.321514779
1136,7624,0.375139384
1137,7623,0.306271926
1138,7622,0.434179275
1139,7621,0.06128726
1140,7620,0.345044637
1141,7619,0.588980134
1142,7618,0.35475507
1143,7617,0.068971627
1144,7616,0.764996963
1145,7615,0.429062816
1146,7614,0.493206534
1147,7613,0.863475748
1148,7612,0.601773741
1149,7611,0.274280741
1150,7610,0.2058015
1151,7609,0.142440201
1152,7608,0.404684654
1153,7607,0.606546286
1154,7606,0.411356866
1155,7605,0.876063401
1156,7604,0.50942234
1157,7603,0.255673807
1158,7602,0.220644562
1159,7601,0.518955001
1160,7600,0.178729782
1161,7599,0.068185521
1162,7598,0.947479349
1163,7597,0.889140024
1164,7596,0.799375922
1165,7595,0.578727302
1166,7594,0.052654237
1167,7593,0.91924393
1168,7592,0.068073503
1169,7591,0.890259434
1170,7590,0.016362881
1171,7589,0.98789581
1172,7588,0.310894671
1173,7587,0.356783844
1174,7586,0.392055654
1175,7585,0.367529811
1176,7584,0.288981133
1177,7583,0.677395582
1178,7582,0.125192466
1179,7581,0.93171476
1180,7580,0.992547707
1181,7579,0.905246595
1182,7578,0.137824253
1183,7577,0.920171789
1184,7576,0.567605003
1185,7575,0.76601528
1186,7574,0.255959593
1187,7573,0.157103253
1188,7572,0.903691658
1189,7571,0.637482913
1190,7570,0.217491416
1191,7569,0.154887452
1192,7568,0.109938772
1193,7567,0.366046555
1194,7566,0.347692516
1195,7565,0.621731774
1196,7564,0.748122712
1197,7563,0.316936088
1198,7562,0.097268043
1199,7561,0.691248842
1200,7560,0.014362142
1201,7559,0.19802544
1202,7558,0.224456861
1203,7557,0.04089889
1204,7556,0.213514754
1205,7555,0.779989573
1206,7554,0.489336423
1207,7553,0.656902856
1208,7552,0.30870014
1209,7551,0.813648323
1210,7550,0.369272094
1211,7549,0.339331999
1212,7548,0.102817198
1213,7547,0.452147272
1214,7546,0.980081792
1215,7545,0.587200416
1216,7544,0.87932623
1217,7543,0.205753889
1218,7542,0.411847459
1219,7541,0.75890557
1220,7540,0.340666348
1221,7539,0.392865331
1222,7538,0.553165
1223,7537,0.002052023
1224,7536,0.969296737
1225,7535,0.670034312
1226,7534,0.063394972
1227,7533,0.123166029
1228,7532,0.312503936
1229,7531,0.700027704
1230,7530,0.717867562
1231,7529,0.023517355
1232,7528,0.703631669
1233,7527,0.316224381
1234,7526,0.247587092
1235,7525,0.143667959
1236,7524,0.705812922
1237,7523,0.783082552
1238,7522,0.914050048
1239,7521,0.144490806
1240,7520,0.156674634
1241,7519,0.89786041
1242,7518,0.635261883
1243,7517,0.087462499
1244,7516,0.317129162
1245,7515,0.441788756
1246,7514,0.17991022
1247,7513,0.722421121
